InvoiceID,Date,Hour,TimeSegment,Branch,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,COGS,GrossMargin,GrossIncome,Payment,Rating,Month,City
746-54-5508,2019-01-17,12,Afternoon,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,129.12,4.761904762,6.456,Credit card,9.4,January,Yangon
101-81-4070,2019-01-17,12,Afternoon,C,Member,Female,Health and beauty,62.82,2,6.282,131.922,125.64,4.761904762,6.282,Ewallet,4.9,January,Naypyitaw
698-98-5964,2019-01-17,13,Afternoon,A,Normal,Female,Food and beverages,81.21,10,40.605,852.705,812.1,4.761904762,40.605,Credit card,6.3,January,Yangon
497-37-6538,2019-01-17,15,Afternoon,A,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,412.37,4.761904762,20.6185,Ewallet,9.7,January,Yangon
670-79-6321,2019-01-17,15,Afternoon,B,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,662.13,4.761904762,33.1065,Credit card,4.9,January,Mandalay
600-38-9738,2019-01-17,15,Afternoon,C,Member,Male,Sports and travel,71.92,5,17.98,377.58,359.6,4.761904762,17.98,Credit card,4.3,January,Naypyitaw
200-16-5952,2019-01-17,16,Afternoon,C,Member,Male,Food and beverages,65.65,2,6.565,137.865,131.3,4.761904762,6.565,Cash,6.0,January,Naypyitaw
445-30-9252,2019-01-17,17,Evening,A,Normal,Male,Sports and travel,25.7,3,3.855,80.955,77.1,4.761904762,3.855,Ewallet,6.1,January,Yangon
280-35-5823,2019-01-17,18,Evening,B,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,86.72,4.761904762,4.336,Ewallet,7.9,January,Mandalay
562-12-5430,2019-01-18,10,Morning,A,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,264.45,4.761904762,13.2225,Ewallet,7.9,January,Yangon
414-12-7047,2019-01-18,12,Afternoon,B,Normal,Male,Food and beverages,19.79,8,7.916,166.236,158.32,4.761904762,7.916,Ewallet,8.7,January,Mandalay
821-14-9046,2019-01-18,15,Afternoon,B,Member,Female,Fashion accessories,17.48,6,5.244,110.124,104.88,4.761904762,5.244,Credit card,6.1,January,Mandalay
622-20-1945,2019-01-18,15,Afternoon,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391,39.42,4.761904762,1.971,Cash,8.4,January,Naypyitaw
678-79-0726,2019-01-18,15,Afternoon,C,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,815.67,4.761904762,40.7835,Cash,5.1,January,Naypyitaw
781-84-8059,2019-01-18,16,Afternoon,C,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,425.18,4.761904762,21.259,Ewallet,5.0,January,Naypyitaw
166-19-2553,2019-01-18,17,Evening,A,Member,Male,Sports and travel,89.06,6,26.718,561.078,534.36,4.761904762,26.718,Cash,9.9,January,Yangon
706-36-6154,2019-01-18,18,Evening,A,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,174.24,4.761904762,8.712,Ewallet,8.7,January,Yangon
700-81-1757,2019-01-18,20,Evening,A,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,131.55,4.761904762,6.5775,Credit card,8.8,January,Yangon
761-49-0439,2019-01-19,10,Morning,B,Member,Female,Electronic accessories,12.1,8,4.84,101.64,96.8,4.761904762,4.84,Ewallet,8.6,January,Mandalay
779-06-0012,2019-01-19,10,Morning,C,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,88.61,4.761904762,4.4305,Cash,7.7,January,Naypyitaw
151-27-8496,2019-01-19,11,Morning,C,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,224.52,4.761904762,11.226,Ewallet,8.6,January,Naypyitaw
482-17-1179,2019-01-19,12,Afternoon,A,Member,Male,Electronic accessories,11.94,3,1.791,37.611,35.82,4.761904762,1.791,Credit card,8.1,January,Yangon
728-47-9078,2019-01-19,12,Afternoon,C,Member,Male,Food and beverages,59.59,4,11.918,250.278,238.36,4.761904762,11.918,Cash,9.8,January,Naypyitaw
125-45-2293,2019-01-19,13,Afternoon,A,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,594.6,4.761904762,29.73,Cash,4.2,January,Yangon
149-61-1929,2019-01-19,14,Afternoon,A,Normal,Male,Sports and travel,64.19,10,32.095,673.995,641.9,4.761904762,32.095,Credit card,6.7,January,Yangon
882-40-4577,2019-01-19,15,Afternoon,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,269.04,4.761904762,13.452,Credit card,8.0,January,Yangon
375-72-3056,2019-01-19,15,Afternoon,B,Normal,Male,Sports and travel,63.06,3,9.459,198.639,189.18,4.761904762,9.459,Ewallet,7.0,January,Mandalay
796-32-9050,2019-01-19,16,Afternoon,A,Normal,Male,Food and beverages,51.28,6,15.384,323.064,307.68,4.761904762,15.384,Cash,6.5,January,Yangon
284-54-4231,2019-01-19,16,Afternoon,C,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,80.93,4.761904762,4.0465,Credit card,9.0,January,Naypyitaw
608-27-6295,2019-01-19,17,Evening,B,Member,Male,Electronic accessories,52.89,6,15.867,333.207,317.34,4.761904762,15.867,Credit card,9.8,January,Mandalay
809-69-9497,2019-01-19,19,Evening,A,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,456.8,4.761904762,22.84,Ewallet,5.7,January,Yangon
894-41-5205,2019-01-19,19,Evening,C,Normal,Female,Food and beverages,43.18,8,17.272,362.712,345.44,4.761904762,17.272,Credit card,8.3,January,Naypyitaw
832-51-6761,2019-01-19,20,Evening,A,Normal,Male,Food and beverages,33.88,8,13.552,284.592,271.04,4.761904762,13.552,Ewallet,9.6,January,Yangon
645-44-1170,2019-01-19,20,Evening,A,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,522.63,4.761904762,26.1315,Ewallet,4.3,January,Yangon
725-96-3778,2019-01-20,10,Morning,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,714.0,4.761904762,35.7,Cash,4.7,January,Naypyitaw
458-10-8612,2019-01-20,12,Afternoon,C,Normal,Male,Health and beauty,64.08,7,22.428,470.988,448.56,4.761904762,22.428,Ewallet,7.6,January,Naypyitaw
356-44-8813,2019-01-20,13,Afternoon,B,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,112.44,4.761904762,5.622,Credit card,7.7,January,Mandalay
787-87-2010,2019-01-20,15,Afternoon,A,Member,Male,Health and beauty,55.5,4,11.1,233.1,222.0,4.761904762,11.1,Credit card,6.6,January,Yangon
817-48-8732,2019-01-20,15,Afternoon,A,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,723.5,4.761904762,36.175,Cash,5.4,January,Yangon
257-73-1380,2019-01-20,16,Afternoon,C,Member,Male,Sports and travel,82.93,4,16.586,348.306,331.72,4.761904762,16.586,Ewallet,9.6,January,Naypyitaw
410-67-1709,2019-01-20,17,Evening,A,Member,Female,Fashion accessories,63.88,8,25.552,536.592,511.04,4.761904762,25.552,Ewallet,9.9,January,Yangon
645-78-8093,2019-01-20,18,Evening,A,Normal,Female,Sports and travel,93.14,2,9.314,195.594,186.28,4.761904762,9.314,Ewallet,4.1,January,Yangon
378-24-2715,2019-01-20,20,Evening,B,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,106.88,4.761904762,5.344,Ewallet,4.1,January,Mandalay
760-27-5490,2019-01-20,20,Evening,C,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,124.96,4.761904762,6.248,Ewallet,9.1,January,Naypyitaw
316-68-6352,2019-01-21,10,Morning,A,Member,Female,Food and beverages,36.36,2,3.636,76.356,72.72,4.761904762,3.636,Cash,7.1,January,Yangon
870-72-4431,2019-01-21,14,Afternoon,C,Normal,Female,Health and beauty,99.19,6,29.757,624.897,595.14,4.761904762,29.757,Credit card,5.5,January,Naypyitaw
239-10-7476,2019-01-21,16,Afternoon,A,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,467.7,4.761904762,23.385,Ewallet,8.0,January,Yangon
462-67-9126,2019-01-21,17,Evening,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,439.32,4.761904762,21.966,Cash,7.2,January,Yangon
401-18-8016,2019-01-21,17,Evening,B,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,98.13,4.761904762,4.9065,Cash,8.9,January,Mandalay
329-62-1586,2019-01-21,18,Evening,A,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,164.01,4.761904762,8.2005,Credit card,8.6,January,Yangon
269-10-8440,2019-01-21,18,Evening,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,372.19,4.761904762,18.6095,Cash,8.9,January,Yangon
162-65-8559,2019-01-21,20,Evening,C,Member,Male,Food and beverages,68.98,1,3.449,72.429,68.98,4.761904762,3.449,Cash,4.8,January,Naypyitaw
287-21-9091,2019-01-22,10,Morning,A,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,672.03,4.761904762,33.6015,Ewallet,9.4,January,Yangon
186-09-3669,2019-01-22,10,Morning,C,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,81.51,4.761904762,4.0755,Ewallet,9.2,January,Naypyitaw
460-35-4390,2019-01-22,11,Morning,A,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,92.04,4.761904762,4.602,Ewallet,9.1,January,Yangon
563-47-4072,2019-01-22,11,Morning,B,Normal,Female,Health and beauty,55.81,6,16.743,351.603,334.86,4.761904762,16.743,Cash,9.9,January,Mandalay
120-54-2248,2019-01-22,18,Evening,B,Normal,Female,Food and beverages,28.86,5,7.215,151.515,144.3,4.761904762,7.215,Credit card,8.0,January,Mandalay
756-01-7507,2019-01-22,18,Evening,C,Normal,Female,Health and beauty,20.38,5,5.095,106.995,101.9,4.761904762,5.095,Cash,6.0,January,Naypyitaw
521-18-7827,2019-01-22,20,Evening,C,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,196.95,4.761904762,9.8475,Credit card,8.7,January,Naypyitaw
213-32-1216,2019-01-23,10,Morning,A,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,396.36,4.761904762,19.818,Cash,7.3,January,Yangon
790-38-4466,2019-01-23,10,Morning,C,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,54.95,4.761904762,2.7475,Credit card,9.3,January,Naypyitaw
148-41-7930,2019-01-23,10,Morning,C,Normal,Male,Health and beauty,99.96,7,34.986,734.706,699.72,4.761904762,34.986,Cash,6.1,January,Naypyitaw
565-80-5980,2019-01-23,10,Morning,C,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,189.52,4.761904762,9.476,Cash,7.1,January,Naypyitaw
828-46-6863,2019-01-23,11,Morning,A,Member,Male,Food and beverages,98.53,6,29.559,620.739,591.18,4.761904762,29.559,Credit card,4.0,January,Yangon
477-59-2456,2019-01-23,11,Morning,C,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,318.08,4.761904762,15.904,Cash,9.2,January,Naypyitaw
434-83-9547,2019-01-23,11,Morning,C,Member,Male,Food and beverages,38.47,8,15.388,323.148,307.76,4.761904762,15.388,Cash,7.7,January,Naypyitaw
318-12-0304,2019-01-23,12,Afternoon,A,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,30.61,4.761904762,1.5305,Ewallet,5.2,January,Yangon
316-66-3011,2019-01-23,12,Afternoon,A,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,428.67,4.761904762,21.4335,Cash,5.0,January,Yangon
767-05-1286,2019-01-23,12,Afternoon,C,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,502.62,4.761904762,25.131,Ewallet,5.4,January,Naypyitaw
740-22-2500,2019-01-23,13,Afternoon,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,252.15,4.761904762,12.6075,Cash,9.8,January,Naypyitaw
731-81-9469,2019-01-23,13,Afternoon,C,Member,Female,Sports and travel,89.8,10,44.9,942.9,898.0,4.761904762,44.9,Credit card,5.4,January,Naypyitaw
604-70-6476,2019-01-23,14,Afternoon,A,Member,Male,Fashion accessories,17.94,5,4.485,94.185,89.7,4.761904762,4.485,Ewallet,6.8,January,Yangon
160-22-2687,2019-01-23,14,Afternoon,A,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,479.75,4.761904762,23.9875,Ewallet,8.8,January,Yangon
809-46-1866,2019-01-23,17,Evening,A,Normal,Male,Health and beauty,58.15,4,11.63,244.23,232.6,4.761904762,11.63,Cash,8.4,January,Yangon
219-61-4139,2019-01-23,17,Evening,C,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,83.08,4.761904762,4.154,Ewallet,6.4,January,Naypyitaw
480-63-2856,2019-01-23,18,Evening,C,Normal,Male,Food and beverages,19.25,8,7.7,161.7,154.0,4.761904762,7.7,Ewallet,6.6,January,Naypyitaw
778-34-2523,2019-01-24,10,Morning,A,Member,Female,Electronic accessories,48.62,8,19.448,408.408,388.96,4.761904762,19.448,Cash,5.0,January,Yangon
232-11-3025,2019-01-24,10,Morning,A,Normal,Male,Sports and travel,78.77,10,39.385,827.085,787.7,4.761904762,39.385,Cash,6.4,January,Yangon
438-23-1242,2019-01-24,10,Morning,B,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,531.16,4.761904762,26.558,Ewallet,8.9,January,Mandalay
789-23-8625,2019-01-24,11,Morning,B,Member,Male,Fashion accessories,93.22,3,13.983,293.643,279.66,4.761904762,13.983,Cash,7.2,January,Mandalay
443-60-9639,2019-01-24,13,Afternoon,C,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,60.87,4.761904762,3.0435,Cash,5.5,January,Naypyitaw
775-72-1988,2019-01-24,15,Afternoon,B,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,366.4,4.761904762,18.32,Ewallet,8.4,January,Mandalay
237-44-6163,2019-01-24,17,Evening,A,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,84.48,4.761904762,4.224,Cash,7.6,January,Yangon
139-20-0155,2019-01-24,17,Evening,B,Member,Male,Electronic accessories,40.3,10,20.15,423.15,403.0,4.761904762,20.15,Credit card,7.0,January,Mandalay
435-13-4908,2019-01-24,18,Evening,A,Member,Male,Fashion accessories,86.68,8,34.672,728.112,693.44,4.761904762,34.672,Credit card,7.2,January,Yangon
602-16-6955,2019-01-24,18,Evening,B,Normal,Female,Sports and travel,76.6,10,38.3,804.3,766.0,4.761904762,38.3,Ewallet,6.0,January,Mandalay
510-79-0415,2019-01-24,19,Evening,B,Member,Female,Sports and travel,23.08,6,6.924,145.404,138.48,4.761904762,6.924,Ewallet,4.9,January,Mandalay
726-27-2396,2019-01-24,20,Evening,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,387.5,4.761904762,19.375,Ewallet,4.3,January,Yangon
235-06-8510,2019-01-24,20,Evening,C,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,257.16,4.761904762,12.858,Ewallet,5.1,January,Naypyitaw
730-61-8757,2019-01-25,10,Morning,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,204.52,4.761904762,10.226,Credit card,4.0,January,Mandalay
843-73-4724,2019-01-25,11,Morning,A,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,74.1,4.761904762,3.705,Cash,9.2,January,Yangon
340-21-9136,2019-01-25,11,Morning,A,Member,Female,Sports and travel,40.05,4,8.01,168.21,160.2,4.761904762,8.01,Cash,9.7,January,Yangon
191-10-6171,2019-01-25,13,Afternoon,B,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,277.34,4.761904762,13.867,Cash,7.5,January,Mandalay
283-79-9594,2019-01-25,13,Afternoon,B,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,339.57,4.761904762,16.9785,Credit card,5.2,January,Mandalay
280-17-4359,2019-01-25,13,Afternoon,C,Member,Male,Health and beauty,90.5,10,45.25,950.25,905.0,4.761904762,45.25,Cash,8.1,January,Naypyitaw
394-55-6384,2019-01-25,13,Afternoon,C,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,631.71,4.761904762,31.5855,Cash,6.7,January,Naypyitaw
856-66-2701,2019-01-25,14,Afternoon,A,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,159.9,4.761904762,7.995,Ewallet,7.5,January,Yangon
569-71-4390,2019-01-25,14,Afternoon,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,43.74,4.761904762,2.187,Ewallet,6.9,January,Mandalay
307-83-9164,2019-01-25,15,Afternoon,A,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,240.04,4.761904762,12.002,Cash,4.5,January,Yangon
778-71-5554,2019-01-25,15,Afternoon,C,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,15.43,4.761904762,0.7715,Credit card,6.1,January,Naypyitaw
824-88-3614,2019-01-25,15,Afternoon,C,Normal,Male,Health and beauty,34.31,8,13.724,288.204,274.48,4.761904762,13.724,Ewallet,5.7,January,Naypyitaw
268-03-6164,2019-01-25,16,Afternoon,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,96.11,4.761904762,4.8055,Ewallet,7.8,January,Mandalay
288-38-3758,2019-01-25,18,Evening,C,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,254.61,4.761904762,12.7305,Ewallet,7.4,January,Naypyitaw
261-12-8671,2019-01-25,19,Evening,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,121.92,4.761904762,6.096,Credit card,4.9,January,Mandalay
145-94-9061,2019-01-25,19,Evening,B,Normal,Female,Food and beverages,88.36,5,22.09,463.89,441.8,4.761904762,22.09,Cash,9.6,January,Mandalay
888-02-0338,2019-01-25,20,Evening,A,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,236.07,4.761904762,11.8035,Ewallet,5.9,January,Yangon
881-41-7302,2019-01-26,10,Morning,C,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,64.99,4.761904762,3.2495,Credit card,4.5,January,Naypyitaw
896-34-0956,2019-01-26,12,Afternoon,A,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,21.32,4.761904762,1.066,Cash,5.9,January,Yangon
316-55-4634,2019-01-26,12,Afternoon,B,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,400.25,4.761904762,20.0125,Credit card,9.4,January,Mandalay
173-82-9529,2019-01-26,14,Afternoon,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,379.5,4.761904762,18.975,Cash,9.7,January,Mandalay
794-42-3736,2019-01-26,14,Afternoon,B,Normal,Male,Food and beverages,33.33,2,3.333,69.993,66.66,4.761904762,3.333,Credit card,6.4,January,Mandalay
452-04-8808,2019-01-26,15,Afternoon,B,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,609.56,4.761904762,30.478,Cash,5.5,January,Mandalay
176-78-1170,2019-01-26,15,Afternoon,C,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,101.43,4.761904762,5.0715,Ewallet,7.3,January,Naypyitaw
135-13-8269,2019-01-26,16,Afternoon,B,Member,Female,Food and beverages,78.88,2,7.888,165.648,157.76,4.761904762,7.888,Cash,9.1,January,Mandalay
539-21-7227,2019-01-26,17,Evening,B,Normal,Female,Sports and travel,51.54,5,12.885,270.585,257.7,4.761904762,12.885,Cash,4.2,January,Mandalay
834-61-8124,2019-01-26,18,Evening,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,361.83,4.761904762,18.0915,Cash,5.5,January,Yangon
308-39-1707,2019-01-26,18,Evening,A,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,12.09,4.761904762,0.6045,Credit card,8.2,January,Yangon
258-69-7810,2019-01-26,18,Evening,C,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,184.25,4.761904762,9.2125,Cash,9.2,January,Naypyitaw
289-65-5721,2019-01-26,19,Evening,B,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,162.74,4.761904762,8.137,Cash,6.5,January,Mandalay
847-38-7188,2019-01-26,19,Evening,B,Normal,Female,Food and beverages,96.68,3,14.502,304.542,290.04,4.761904762,14.502,Ewallet,6.4,January,Mandalay
836-82-5858,2019-01-26,19,Evening,B,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,624.33,4.761904762,31.2165,Ewallet,4.0,January,Mandalay
225-32-0908,2019-01-26,19,Evening,C,Normal,Female,Sports and travel,44.86,10,22.43,471.03,448.6,4.761904762,22.43,Ewallet,8.2,January,Naypyitaw
641-43-2399,2019-01-26,20,Evening,B,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,102.2,4.761904762,5.11,Ewallet,5.7,January,Mandalay
624-01-8356,2019-01-27,10,Morning,B,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,490.1,4.761904762,24.505,Credit card,4.2,January,Mandalay
862-59-8517,2019-01-27,11,Morning,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,541.44,4.761904762,27.072,Cash,6.2,January,Naypyitaw
870-54-3162,2019-01-27,13,Afternoon,A,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,161.25,4.761904762,8.0625,Cash,9.0,January,Yangon
325-90-8763,2019-01-27,13,Afternoon,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,465.7,4.761904762,23.285,Cash,7.6,January,Naypyitaw
534-01-4457,2019-01-27,14,Afternoon,A,Normal,Male,Food and beverages,81.71,6,24.513,514.773,490.26,4.761904762,24.513,Credit card,8.0,January,Yangon
394-41-0748,2019-01-27,14,Afternoon,C,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,486.63,4.761904762,24.3315,Ewallet,9.5,January,Naypyitaw
613-59-9758,2019-01-27,14,Afternoon,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,143.6,4.761904762,7.18,Cash,5.4,January,Naypyitaw
633-91-1052,2019-01-27,15,Afternoon,A,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,24.06,4.761904762,1.203,Cash,5.1,January,Yangon
788-07-8452,2019-01-27,17,Evening,C,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,169.68,4.761904762,8.484,Ewallet,9.4,January,Naypyitaw
585-90-0249,2019-01-27,18,Evening,A,Member,Male,Electronic accessories,73.26,1,3.663,76.923,73.26,4.761904762,3.663,Ewallet,9.7,January,Yangon
595-27-4851,2019-01-27,18,Evening,A,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,379.96,4.761904762,18.998,Ewallet,9.3,January,Yangon
620-02-2046,2019-01-27,19,Evening,C,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,138.8,4.761904762,6.94,Ewallet,9.0,January,Naypyitaw
123-19-1176,2019-01-27,20,Evening,A,Member,Male,Health and beauty,58.22,8,23.288,489.048,465.76,4.761904762,23.288,Ewallet,8.4,January,Yangon
869-11-3082,2019-01-27,20,Evening,B,Member,Male,Health and beauty,96.16,4,19.232,403.872,384.64,4.761904762,19.232,Credit card,8.4,January,Mandalay
544-55-9589,2019-01-28,11,Morning,B,Member,Female,Electronic accessories,21.43,10,10.715,225.015,214.3,4.761904762,10.715,Cash,6.2,January,Mandalay
149-71-6266,2019-01-28,12,Afternoon,B,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,702.63,4.761904762,35.1315,Cash,4.5,January,Mandalay
222-42-0244,2019-01-28,13,Afternoon,B,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,648.99,4.761904762,32.4495,Credit card,7.7,January,Mandalay
400-89-4171,2019-01-28,13,Afternoon,C,Normal,Female,Sports and travel,80.97,8,32.388,680.148,647.76,4.761904762,32.388,Cash,9.3,January,Naypyitaw
430-53-4718,2019-01-28,15,Afternoon,B,Member,Male,Health and beauty,75.37,8,30.148,633.108,602.96,4.761904762,30.148,Credit card,8.4,January,Mandalay
211-30-9270,2019-01-28,15,Afternoon,C,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,87.05,4.761904762,4.3525,Credit card,4.9,January,Naypyitaw
243-47-2663,2019-01-28,16,Afternoon,C,Member,Male,Electronic accessories,18.77,6,5.631,118.251,112.62,4.761904762,5.631,Credit card,5.5,January,Naypyitaw
342-65-4817,2019-01-28,16,Afternoon,C,Member,Male,Health and beauty,86.8,3,13.02,273.42,260.4,4.761904762,13.02,Ewallet,9.9,January,Naypyitaw
865-41-9075,2019-01-28,17,Evening,A,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,80.71,4.761904762,4.0355,Cash,8.1,January,Yangon
390-80-5128,2019-01-28,17,Evening,B,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,19.15,4.761904762,0.9575,Credit card,9.5,January,Mandalay
699-88-1972,2019-01-28,17,Evening,B,Normal,Male,Health and beauty,99.16,8,39.664,832.944,793.28,4.761904762,39.664,Credit card,4.2,January,Mandalay
372-26-1506,2019-01-28,19,Evening,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,119.1,4.761904762,5.955,Ewallet,5.4,January,Naypyitaw
726-29-6793,2019-01-28,20,Evening,A,Member,Male,Electronic accessories,24.18,8,9.672,203.112,193.44,4.761904762,9.672,Ewallet,9.8,January,Yangon
593-65-1552,2019-01-28,20,Evening,C,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,279.24,4.761904762,13.962,Credit card,5.9,January,Naypyitaw
862-17-9201,2019-01-29,10,Morning,B,Normal,Female,Food and beverages,84.05,6,25.215,529.515,504.3,4.761904762,25.215,Credit card,7.7,January,Mandalay
606-80-4905,2019-01-29,10,Morning,C,Member,Female,Sports and travel,19.15,6,5.745,120.645,114.9,4.761904762,5.745,Credit card,6.8,January,Naypyitaw
575-67-1508,2019-01-29,11,Morning,A,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,38.6,4.761904762,1.93,Ewallet,6.7,January,Yangon
746-94-0204,2019-01-29,11,Morning,A,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,749.16,4.761904762,37.458,Credit card,7.4,January,Yangon
343-61-3544,2019-01-29,11,Morning,B,Member,Male,Sports and travel,26.67,10,13.335,280.035,266.7,4.761904762,13.335,Cash,8.6,January,Mandalay
382-25-8917,2019-01-29,12,Afternoon,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,252.48,4.761904762,12.624,Cash,8.9,January,Naypyitaw
233-67-5758,2019-01-29,13,Afternoon,C,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,40.35,4.761904762,2.0175,Ewallet,6.2,January,Naypyitaw
110-48-7033,2019-01-29,14,Afternoon,B,Member,Male,Fashion accessories,32.62,4,6.524,137.004,130.48,4.761904762,6.524,Cash,9.0,January,Mandalay
137-63-5492,2019-01-29,14,Afternoon,C,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,587.6,4.761904762,29.38,Ewallet,9.0,January,Naypyitaw
816-72-8853,2019-01-29,15,Afternoon,A,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,139.65,4.761904762,6.9825,Cash,5.9,January,Yangon
569-76-2760,2019-01-29,18,Evening,A,Member,Female,Sports and travel,22.01,4,4.402,92.442,88.04,4.761904762,4.402,Credit card,6.6,January,Yangon
800-09-8606,2019-01-29,19,Evening,A,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,436.85,4.761904762,21.8425,Cash,6.6,January,Yangon
804-38-3935,2019-01-30,11,Morning,A,Member,Male,Electronic accessories,93.78,3,14.067,295.407,281.34,4.761904762,14.067,Credit card,5.9,January,Yangon
182-69-8360,2019-01-30,13,Afternoon,B,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,94.6,4.761904762,4.73,Credit card,4.0,January,Mandalay
134-54-4720,2019-01-30,13,Afternoon,B,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,339.36,4.761904762,16.968,Ewallet,5.7,January,Mandalay
664-14-2882,2019-01-30,14,Afternoon,C,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,52.65,4.761904762,2.6325,Credit card,5.8,January,Naypyitaw
